city_en,city_ru,lat,lon,population,iso3,country,country_ru
Hoboken,Хобокен,40.7452,-74.0281,58340,USA,United states,Соединенные Штаты
Zengcun,Цзэнгкун,38.2451,114.7367,58339,CHN,China,Китай
Zengcun,Цзэнгкун,38.2451,114.7367,58339,CHN,China,Китай
Madison,Мэдисон,40.7586,-74.4169,58335,USA,United states,Соединенные Штаты
Acerra,Acerra,40.95,14.3667,58322,ITA,Italy,Италия
Ogori,Сити Огори,33.3964,130.5556,58322,JPN,Japan,Япония
Punta alta,City Punta Alta,-38.88,-62.075,58315,ARG,Argentina,Аргентина
Palompon,Паломон,11.05,124.38,58313,PHL,Philippines,Филиппины
Tiruvalur,Тирувалур,10.773,79.637,58301,IND,India,Индия
Murakami,Мураками,38.224,139.48,58300,JPN,Japan,Япония
Sucun,Суси,31.0554,118.1057,58300,CHN,China,Китай
St. clair shores,Сент -клер Шорс,42.4925,-82.8961,58287,USA,United states,Соединенные Штаты
Capenda camulemba,City Capenda Camulemba,-9.4233,18.4328,58285,AGO,Angola,Ангола
Ishikari,Ишикари,43.1667,141.3167,58284,JPN,Japan,Япония
Antsalova,Городская Анцаловина,-18.6764,44.6227,58280,MDG,Madagascar,Мадагаскар
Lambayeque,Ламбайек,-6.7,-79.9,58276,PER,Peru,Перу
Doetinchem,Doetinchem,51.9656,6.2889,58270,NLD,Netherlands,Нидерланды
Pursat,Городской Преступник,12.5337,103.9167,58255,KHM,Cambodia,Камбоджа
Mouscron,Мускрон,50.7333,3.2167,58234,BEL,Belgium,Бельгия
Sillod,Силод,20.3,75.65,58230,IND,India,Индия
Ruislip,City Ruislip,51.576,-0.433,58217,GBR,United kingdom,Великобритания
Mielec,Миэлек,50.2833,21.4333,58213,POL,Poland,Польша
Calarasi,Калараси,44.2,27.3333,58211,ROU,Romania,Румыния
Myaungmya,Myaungmya,16.6036,94.9289,58205,MMR,Burma,Бирма
Lorient,Городской Житель,47.75,-3.36,58202,FRA,France,Франция
St. peters,Св. Петерс,38.7825,-90.6061,58200,USA,United states,Соединенные Штаты
Zaraza,Зараза,9.3394,-65.3167,58200,VEN,Venezuela,Венесуэла
Savona,Сити Савона,44.3081,8.4811,58194,ITA,Italy,Италия
Naval,Городской Военно -морской Флот,11.58,124.45,58187,PHL,Philippines,Филиппины
Barotac nuevo,Barotac Nuevo,10.9,122.7,58176,PHL,Philippines,Филиппины
Midwest city,Средний Западный Город,35.463,-97.371,58170,USA,United states,Соединенные Штаты
Temascalcingo,Тюскальсинго,19.9147,-100.0036,58169,MEX,Mexico,Мексика
Samana,Самана,19.2053,-69.3364,58156,DOM,Dominican republic,Доминиканская Республика
Chivilcoy,Чивилкой,-34.9,-60.0167,58152,ARG,Argentina,Аргентина
Villejuif,City Villejuif,48.7919,2.3636,58142,FRA,France,Франция
Kitahiroshima,Китахиросима,34.6744,132.5383,58125,JPN,Japan,Япония
Mulbagal,Мулбал,13.1635,78.3935,58123,IND,India,Индия
North vancouver,Север Ванкувер,49.3202,-123.0699,58120,CAN,Canada,Канада
Rouissat,Руайссат,31.9167,5.35,58112,DZA,Algeria,Алжир
Avila,Городская Авила,40.65,-4.6833,58111,ESP,Spain,Испания
Beitbridge,Бейтбридж,-22.2167,30.0,58100,ZWE,Zimbabwe,Зимбабве
Bakwa-kalonji,Баква-калонджи,-4.35,20.72,58092,COD,Congo (kinshasa),Конго (киншаса)
Lampang,Городской Лампанг,18.3,99.5,58074,THA,Thailand,Таиланд
Dapaong,Дапаонг,10.8667,0.2,58071,TGO,Togo,Того
Felgueiras,Фелгейрас,41.3667,-8.2,58065,PRT,Portugal,Португалия
Streatham,Стритэм,51.4279,-0.1235,58055,GBR,United kingdom,Великобритания
Timargara,Тимаргара,34.8278,71.8417,58050,PAK,Pakistan,Пакистан
Severn,Северн,39.1355,-76.6956,58041,USA,United states,Соединенные Штаты
Sao sebastiao,Сан -себастьяо,-23.804,-45.4051,58038,BRA,Brazil,Бразилия
Lake havasu city,Города Хавасу,34.5006,-114.3113,58037,USA,United states,Соединенные Штаты
Ambahikily,Амбамили,-21.605,43.6748,58027,MDG,Madagascar,Мадагаскар
Chibuto,Чибуто,-24.6867,33.5306,58012,MOZ,Mozambique,Мозамбик
Lop buri,Лоп Бури,14.8,100.6269,58000,THA,Thailand,Таиланд
Tczew,Tczew,54.0875,18.7972,57990,POL,Poland,Польша
Masantol,Масантол,14.9,120.72,57990,PHL,Philippines,Филиппины
Pradera,Прадера,3.4167,-76.1667,57990,COL,Colombia,Колумбия
Lenexa,Ленекса,38.9609,-94.8018,57986,USA,United states,Соединенные Штаты
Chornomorsk,Чорноморск,46.0,18.0,57983,UKR,Ukraine,Украина
Santa isabel,Санта -изабель,-23.3156,-46.2214,57966,BRA,Brazil,Бразилия
Orland park,Орланд Парк,41.6075,-87.8619,57961,USA,United states,Соединенные Штаты
Kawthoung,City Kawthoung,9.9833,98.55,57949,MMR,Burma,Бирма
Kumertau,Кумерто,52.7667,55.7833,57949,RUS,Russia,Россия
Hunsur,Хунсур,12.3036,76.2927,57948,IND,India,Индия
Salsk,Салск,46.4833,41.5333,57937,RUS,Russia,Россия
Panskura,Городской Панскера,22.417,87.7,57932,IND,India,Индия
Nanjakkad,Нанджаккад,9.2069,76.6319,57931,IND,India,Индия
Kan'onjicho,Кан'нджихо,34.1272,133.6614,57921,JPN,Japan,Япония
Hameln,Хамелн,52.1,9.3667,57916,DEU,Germany,Германия
New corella,Новый Корелла,7.5866,125.8237,57913,PHL,Philippines,Филиппины
Galatsi,Галаци,38.0167,23.75,57909,GRC,Greece,Греция
Zempoala,Земпоала,19.9153,-98.6689,57906,MEX,Mexico,Мексика
Kolondieba,Колондиба,11.0883,-6.8925,57898,MLI,Mali,Мали
Allanmyo,Алланмио,19.3783,95.2279,57897,MMR,Burma,Бирма
Cogan,Коган,10.58,123.97,57897,PHL,Philippines,Филиппины
Nausori,Наусори,-18.0244,178.5454,57882,FJI,Fiji,Фиджи
Royal oak,Королевский Дуб,42.5084,-83.1539,57880,USA,United states,Соединенные Штаты
Glew,Glew,-34.8833,-58.3833,57878,ARG,Argentina,Аргентина
Rampur hat,Городская Разумная Шляпа,24.17,87.78,57833,IND,India,Индия
Dumanjog,Думанжог,10.05,123.48,57823,PHL,Philippines,Филиппины
Asingan,Асинган,16.0023,120.6695,57811,PHL,Philippines,Филиппины
Suileng,Суиленг,47.2419,127.1161,57789,CHN,China,Китай
Weymouth,Уэймут,42.1981,-70.9466,57786,USA,United states,Соединенные Штаты
Marano di napoli,Марано Ди Наполи,40.9,14.1833,57777,ITA,Italy,Италия
Orito,Орито,0.6661,-76.8708,57774,COL,Colombia,Колумбия
Xiezhou,Xiezhou,34.9124,110.8517,57773,CHN,China,Китай
Royal tunbridge wells,City Royal Tunbridge Wells,51.132,0.263,57772,GBR,United kingdom,Великобритания
Bowie,Боуи,38.9549,-76.7406,57771,USA,United states,Соединенные Штаты
Zivinice,Зивинис,44.4493,18.6498,57765,BIH,Bosnia and herzegovina,Босния И Герцеговина
Decatur,Декейтер,33.7711,-84.2963,57760,USA,United states,Соединенные Штаты
Zarand,Заранд,30.8108,56.5658,57749,IRN,Iran,Иран
Ouezzane,Уэццан,34.8,-5.5833,57737,MAR,Morocco,Марокко
El attaf,Сити Эль -аттаф,36.2167,1.6667,57737,DZA,Algeria,Алжир
Hervey bay,Херви Бэй,-25.29,152.84,57722,AUS,Australia,Австралия
Biba,Биба,28.9218,30.9844,57716,EGY,Egypt,Египет
Bel air south,City Bel Air South,39.5022,-76.3113,57702,USA,United states,Соединенные Штаты
Bellevue,Белвью,48.871,2.385,57699,FRA,France,Франция
Lonavale,Лонавале,18.7481,73.4072,57698,IND,India,Индия
Khandala,Кхандала,18.7481,73.4072,57698,IND,India,Индия
Towson,Тоусон,39.3944,-76.619,57683,USA,United states,Соединенные Штаты
Kosai,Косай,34.7184,137.5316,57682,JPN,Japan,Япония
Dompu,Домпу,-8.5364,118.4633,57680,IDN,Indonesia,Индонезия
General pico,Генерал Пико,-35.6667,-63.7333,57669,ARG,Argentina,Аргентина
Anahuac,Анахуак,28.48,-106.7442,57646,MEX,Mexico,Мексика
Mogoditshane,Могодитшан,-24.6333,25.8667,57637,BWA,Botswana,Ботсвана
Grand-popo,Гранд-попо,6.2833,1.8333,57636,BEN,Benin,Бенин
Stalowa wola,Сталова Вола,50.5667,22.05,57620,POL,Poland,Польша
Gengzhuangqiaocun,City Gengzhuaungqiaocun,37.4453,114.9804,57617,CHN,China,Китай
Jerez de garcia salinas,Херес Де Гарсия Салинас,22.6481,-102.9903,57610,MEX,Mexico,Мексика
Yanguancun,Ягунэн,30.4541,120.5545,57609,CHN,China,Китай
Tomaszow mazowiecki,Томашов Мазовицкий,51.5167,20.0167,57600,POL,Poland,Польша
New plymouth,Новый Плимут,-39.0578,174.0742,57600,NZL,New zealand,Новая Зеландия
Camajuani,Камаджуани,22.4678,-79.7239,57600,CUB,Cuba,Куба
Casa grande,Каса Гранде,32.9069,-111.7624,57590,USA,United states,Соединенные Штаты
Adigrat,Адиграт,14.2667,39.45,57588,ETH,Ethiopia,Эфиопия
Coconut creek,Городской Кокосовый Ручей,26.2803,-80.1842,57587,USA,United states,Соединенные Штаты
Taquara,Таквара,-29.6506,-50.7806,57584,BRA,Brazil,Бразилия
Kothapet,Котапет,19.3333,79.4833,57583,IND,India,Индия
Bilimora,Билимора,20.75,72.95,57583,IND,India,Индия
Maduraivayal,Мадурайвейл,13.0631,80.1719,57563,IND,India,Индия
Togane,Тогейн,35.5599,140.3661,57560,JPN,Japan,Япония
Sicuani,Сикуани,-14.272,-71.229,57551,PER,Peru,Перу
Lucan,Лукан,53.3592,-6.4389,57550,IRL,Ireland,Ирландия
Diriamba,Дириамба,11.85,-86.2333,57542,NIC,Nicaragua,Никарагуа
Taliwang,Таливанг,-8.7336,116.8667,57540,IDN,Indonesia,Индонезия
Milagros,Милагрос,12.2192,123.5089,57538,PHL,Philippines,Филиппины
Santa maria,Санта -мария,17.47,121.75,57526,PHL,Philippines,Филиппины
Tokoname,Токонаме,34.8865,136.8323,57507,JPN,Japan,Япония
Palasa,Паласа,18.7731,84.4078,57507,IND,India,Индия
Ejmiatsin,Эджмиазин,40.1728,44.2925,57500,ARM,Armenia,Армения
Wiwili de jinotega,Wiwili De Jinotega,13.62,-85.8182,57485,NIC,Nicaragua,Никарагуа
Wiwili,Вивили,13.6167,-85.8333,57485,NIC,Nicaragua,Никарагуа
Guarabira,Гуарабира,-6.855,-35.49,57484,BRA,Brazil,Бразилия
Humaita,Хумайта,-7.5061,-63.0208,57473,BRA,Brazil,Бразилия
Santiago tuxtla,Сантьяго Тукстла,18.4653,-95.3025,57466,MEX,Mexico,Мексика
Tanauan,Танауан,14.08,121.15,57455,PHL,Philippines,Филиппины
Kettering,Кеттеринг,39.6956,-84.1494,57442,USA,United states,Соединенные Штаты
Meerbusch,Меербуш,51.2667,6.6667,57440,DEU,Germany,Германия
Dzerzhinskiy,Дзержинский,55.6333,37.85,57434,RUS,Russia,Россия
Chintalapalli,Чинталапалли,18.331,79.674,57434,IND,India,Индия
Maisons-alfort,Майсонс-алфорт,48.8058,2.4378,57422,FRA,France,Франция
Baden-baden,Баден-баден,48.7628,8.2408,57420,DEU,Germany,Германия
Lohardaga,Лохардага,23.4331,84.6799,57411,IND,India,Индия
Buluan,Булуан,6.7154,124.7854,57406,PHL,Philippines,Филиппины
Sinop,Синоп,42.0267,35.1511,57404,TUR,Turkey,Турция
Cuvelai,City Cuvelai,-15.6667,15.8,57398,AGO,Angola,Ангола
Ponte nova,City Ponte Nova,-20.4164,-42.9086,57390,BRA,Brazil,Бразилия
Richards bay,Ричардс Бэй,-28.7694,32.0594,57387,ZAF,South africa,Юар
Bezerros,Безеррос,-8.2333,-35.75,57371,BRA,Brazil,Бразилия
Foumbot,Фумбот,5.5,10.6333,57367,CMR,Cameroon,Камерун
Antsinanantsena,Антинанантана,-18.836,47.5564,57363,MDG,Madagascar,Мадагаскар
Huaniu,Хуаниу,34.5478,105.865,57360,CHN,China,Китай
Qianwu,Цяньву,22.1346,113.2208,57352,CHN,China,Китай
Nacaome,Накам,13.5325,-87.4881,57345,HND,Honduras,Гондурас
Vacaria,Городская Вакария,-28.5119,-50.9339,57341,BRA,Brazil,Бразилия
Herriman,Эрриман,40.4899,-112.017,57336,USA,United states,Соединенные Штаты
Bebington,Бейбингтон,53.35,-3.003,57336,GBR,United kingdom,Великобритания
Molfetta,Мольфетта,41.2,16.6,57329,ITA,Italy,Италия
Eldorado,Эльдорадо,-26.4,-54.6333,57323,ARG,Argentina,Аргентина
Mali,Мали,23.1262,104.7409,57320,CHN,China,Китай
Roermond,Рормонд,51.1933,5.9872,57308,NLD,Netherlands,Нидерланды
Coruripe,Корурип,-10.1256,-36.1756,57294,BRA,Brazil,Бразилия
Macherla,Мачерла,16.48,79.43,57290,IND,India,Индия
Boac,Боак,13.45,121.83,57283,PHL,Philippines,Филиппины
Targovishte,Тарговиште,43.25,26.583,57264,BGR,Bulgaria,Болгария
Nova esperanca,Нова Эсперанка,-6.7333,15.9,57248,AGO,Angola,Ангола
Icara,Икара,-28.7133,-49.3,57247,BRA,Brazil,Бразилия
Kandukur,Кандукур,15.2167,79.9042,57246,IND,India,Индия
Saint-hyacinthe,Сен-хиацинт,45.6167,-72.95,57239,CAN,Canada,Канада
Keonjhargarh,Кеонджхаргарх,21.63,85.58,57232,IND,India,Индия
Brookhaven,Брукхейвен,33.8743,-84.3314,57224,USA,United states,Соединенные Штаты
Riosucio,City Riosucio,5.4208,-75.7025,57220,COL,Colombia,Колумбия
Villa hayes,Городская Вилла Хейс,-25.09,-57.53,57217,PRY,Paraguay,Парагвай
Aldershot,Алдершот,51.2483,-0.7614,57211,GBR,United kingdom,Великобритания
Cupang,Городской Кубок,14.4315,121.0486,57196,PHL,Philippines,Филиппины
Daqiao,Дацяо,30.745,120.8564,57192,CHN,China,Китай
Alangalang,Алангаланг,11.2061,124.8478,57185,PHL,Philippines,Филиппины
Samannud,Саманнуд,30.9622,31.2425,57177,EGY,Egypt,Египет
Bulungu,Булунгу,-4.55,18.6,57168,COD,Congo (kinshasa),Конго (киншаса)
Uson,Уссон,12.2253,123.7834,57166,PHL,Philippines,Филиппины
Hele,Хель,18.9058,110.4737,57165,CHN,China,Китай
Boufarik,Буфарик,36.5706,2.9108,57162,DZA,Algeria,Алжир
Ping'an,Пинг'ан,36.4969,102.1247,57152,CHN,China,Китай
Kollegal,Коллегал,12.1539,77.101,57149,IND,India,Индия
Iskitim,Искитим,54.64,83.3061,57147,RUS,Russia,Россия
Sarapiqui,Сарапикви,10.4853,-83.9362,57147,CRI,Costa rica,Коста -рика
Cosamaloapan,Cosamaloapan,18.3676,-95.7986,57147,MEX,Mexico,Мексика
Granadilla de abona,Гранадилла Де Абона,28.1167,-16.5667,57143,ESP,Spain,Испания
Taroudannt,Тарудант,30.471,-8.8806,57136,MAR,Morocco,Марокко
Cascavel,Городской Каскавел,-4.1308,-38.2358,57129,BRA,Brazil,Бразилия
Biga,Бига,40.2281,27.2422,57125,TUR,Turkey,Турция
Pavlovo,Павлово,55.9653,43.0711,57116,RUS,Russia,Россия
Unjha,Ундха,23.8,72.4,57108,IND,India,Индия
Oak lawn,Городской Дуб Газон,41.7139,-87.7528,57098,USA,United states,Соединенные Штаты
Uki,Уки,32.6478,130.6842,57096,JPN,Japan,Япония
Nonoichi,Ноноичи,36.5194,136.6098,57090,JPN,Japan,Япония
Lacey,Лейси,47.0462,-122.7933,57088,USA,United states,Соединенные Штаты
Moramanga,Мораманга,-18.948,48.2297,57084,MDG,Madagascar,Мадагаскар
Lingen,Линген,52.5231,7.3231,57075,DEU,Germany,Германия
Borujen,Боруджен,31.9719,51.2917,57071,IRN,Iran,Иран
Devrek,Деврек,41.2333,31.9667,57069,TUR,Turkey,Турция
Maun,Маун,-19.9833,23.4167,57067,BWA,Botswana,Ботсвана
Shali,Шали,43.15,45.9,57060,RUS,Russia,Россия
Mafeteng,Мафетс,-29.8167,27.25,57059,LSO,Lesotho,Лесото
Bail-hongal,Залог-гонгал,15.8137,74.8589,57057,IND,India,Индия
Jasaan,Джасаан,8.65,124.75,57055,PHL,Philippines,Филиппины
Aleksandrov,Александров,56.4,38.7333,57053,RUS,Russia,Россия
Dehdasht,Дехдашт,30.7964,50.5658,57036,IRN,Iran,Иран
Alvarado,Альварадо,18.7811,-95.7572,57035,MEX,Mexico,Мексика
Semara,Сити Семара,26.7394,-11.6703,57035,MAR,Morocco,Марокко
Colmenar viejo,Колменар Вьехо,40.6589,-3.7658,57029,ESP,Spain,Испания
Minokamo,Минокамо,35.4402,137.0157,57007,JPN,Japan,Япония
Bura,Бура,3.1722,42.1411,57000,SOM,Somalia,Сомали
Ipele,Ипеле,7.1333,5.6667,57000,NGA,Nigeria,Нигерия
Bartlett,Бартлетт,35.2337,-89.8195,56998,USA,United states,Соединенные Штаты
